Accession,ExhibitType,URL,Method,Subsidiary,Jurisdiction,NestingLevel,ParentName,ParentId,Ownership,Footnotes,IsNested
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Henry Schein Inc.","Pennsylvania",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"Lancaster, PA",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Henry Schein Europe, Inc.5","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Henry Schein Global Sourcing, Inc.6","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Henry Schein Home Health, LLC7","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Henry Schein Latin America Pacific Rim, Inc.8","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Henry Schein Medical Systems, Inc.","Ohio",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Henry Schein MSO, LLC","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Henry Schein PPT, Inc.","Wisconsin",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Henry Schein Practice Solutions Inc.9","Utah",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Henry Schein Puerto Rico, Inc.","Puerto Rico",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Henry Schein Supply, Inc.","New York",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"HS Brand Management, LLC","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"HS Financial Holdings, Inc.10","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"HS TM Holdings, LLC11","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"HSFR, Inc.","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"HSGS Corp.12","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"HSI RE I, LLC","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Insource, Inc.","Virginia",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Midway Group Holdings, LLC","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Modern Laboratory Services, Inc.","California",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Ortho2, LLC","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Project Helium Holdings, LLC13","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Project Spartan Holdings Corp.14","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"RxWorks, LLC","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"S & S Discount, Inc.15","Delaware",1,"RxWorks, LLC",987bb00c-7031-5ad3-97a8-c4d5deb3bf4b,,"",true
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"SAS Holdco, Inc.16","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"TDSC, Inc.","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Toy Products Corp.17","Delaware",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100022825000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1000228/000100022825000014/exhibit211.htm",Heuristic,"Trimed, Inc.18","California",0,,0644a2d7-c768-5a0d-aca8-83406de3273f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Mativ Canada, ULC.","British Columbia (Canada)",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"DelStar Technologies Trading Corp. Ltd.","People’s Republic of China",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"Shanghai",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"DelStar Technologies Co. Ltd.","People’s Republic of China",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"Suzhou",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Mativ Spain, S.L.","Spain",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"DelStar Technologies, Inc.","Delaware",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Trient, LLC","Delaware",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Mativ Holding S.A.S.","France",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Groupe Scapa France S.A.S.","France",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Mativ HoldCo 1 S.à.R.L.","Luxembourg",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Mativ HoldCo 2 S.à.R.L.","Luxembourg",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Mativ HoldCo 3 S.A.","Luxembourg",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Mativ Luxembourg S.à.R.L.","Luxembourg",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Mativ Holdco Luxembourg S.à.R.L.","Luxembourg",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"PDM Philippines Industries, Inc.","Philippines",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Mativ Poland Sp. zo.o.","Poland",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"DelStar International, Limited","United Kingdom",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Mativ Argotec, LLC","Delaware",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Argotec LLC","Delaware",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Argotec Asia Pacific Limited","Singapore",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Argotec Deutschland GmbH","Germany",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Conwed Plastics B.V.","Belgium",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Mativ Conwed, LLC","Delaware",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Conwed Plastics Acquisitions Co. V LLC","Delaware",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Scapa North America, Inc.","Delaware",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Scapa Tapes North America , Inc.","New Jersey",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"Carlstadt",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Scapa Tapes North America, LLC","Connecticut",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"EuroMed, Inc.","Delaware",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"BioMed Laboratories LLC","Texas",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Mativ Holdings No. 1, Inc.","Delaware",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Mativ Asia Holdings Limited","Hong Kong, China",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"AMS Holdco 1 Ltd.","United Kingdom",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"AMS Holdco 2 Ltd.","United Kingdom",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Scapa Group Ltd.","United Kingdom",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"First Water Ltd.","United Kingdom",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Scapa Blackburn Ltd.","United Kingdom",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Scapa Healthcare Ltd.","United Kingdom",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Systagenix Wound Management Manufacturing Ltd.","United Kingdom",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Crawford Manufacturing Ltd.","United Kingdom",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"",false
000100062325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1000623/000100062325000009/ex211q42024subsidiaries.htm",Heuristic,"Scapa Denver Ltd.","United Kingdom",0,,46ada7a1-53ae-5522-8faf-a430e909cf4f,,"North",false
000155837025002818,EX-21,"https://www.sec.gov/Archives/edgar/data/1001082/000155837025002818/dish-20241231xex21.htm",Heuristic,"DISH DBS Corporation","Colorado",0,,7f0f0630-f76e-5b2a-b0d0-7f49ff1e1c9f,,"",false
000155837025002818,EX-21,"https://www.sec.gov/Archives/edgar/data/1001082/000155837025002818/dish-20241231xex21.htm",Heuristic,"DISH Network L.L.C.","Colorado",0,,7f0f0630-f76e-5b2a-b0d0-7f49ff1e1c9f,,"",false
000155837025002818,EX-21,"https://www.sec.gov/Archives/edgar/data/1001082/000155837025002818/dish-20241231xex21.htm",Heuristic,"DISH Wireless Holding L.L.C.","Colorado",0,,7f0f0630-f76e-5b2a-b0d0-7f49ff1e1c9f,,"",false
000155837025002818,EX-21,"https://www.sec.gov/Archives/edgar/data/1001082/000155837025002818/dish-20241231xex21.htm",Heuristic,"DISH Wireless L.L.C.","Colorado",0,,7f0f0630-f76e-5b2a-b0d0-7f49ff1e1c9f,,"",false
000100125025000099,EX-21,"https://www.sec.gov/Archives/edgar/data/1001250/000100125025000099/exhibit211-fy25.htm",Heuristic,"Estee Lauder Inc.","Delaware",0,,2eb59db0-65a0-5592-871d-0104cc469bae,,"",false
000100125025000099,EX-21,"https://www.sec.gov/Archives/edgar/data/1001250/000100125025000099/exhibit211-fy25.htm",Heuristic,"ELC Management LLC","Delaware",0,,2eb59db0-65a0-5592-871d-0104cc469bae,,"",false
000100125025000099,EX-21,"https://www.sec.gov/Archives/edgar/data/1001250/000100125025000099/exhibit211-fy25.htm",Heuristic,"001 DEL LLC","Delaware",0,,2eb59db0-65a0-5592-871d-0104cc469bae,,"",false
000100125025000099,EX-21,"https://www.sec.gov/Archives/edgar/data/1001250/000100125025000099/exhibit211-fy25.htm",Heuristic,"Estee Lauder Commercial Company Ltd.","China",0,,2eb59db0-65a0-5592-871d-0104cc469bae,,"Shanghai",false
000100125025000099,EX-21,"https://www.sec.gov/Archives/edgar/data/1001250/000100125025000099/exhibit211-fy25.htm",Heuristic,"Estee Lauder AG Lachen","Switzerland",0,,2eb59db0-65a0-5592-871d-0104cc469bae,,"",false
000100125025000099,EX-21,"https://www.sec.gov/Archives/edgar/data/1001250/000100125025000099/exhibit211-fy25.htm",Heuristic,"Have&Be Co. Ltd.","Korea",0,,2eb59db0-65a0-5592-871d-0104cc469bae,,"",false
000100125025000099,EX-21,"https://www.sec.gov/Archives/edgar/data/1001250/000100125025000099/exhibit211-fy25.htm",Heuristic,"Deciem Beauty Group Inc.","Canada",0,,2eb59db0-65a0-5592-871d-0104cc469bae,,"",false
000100125025000099,EX-21,"https://www.sec.gov/Archives/edgar/data/1001250/000100125025000099/exhibit211-fy25.htm",Heuristic,"Too Faced Cosmetics, LLC","Delaware",0,,2eb59db0-65a0-5592-871d-0104cc469bae,,"",false
000100161425000012,EX-21,"https://www.sec.gov/Archives/edgar/data/1001614/000100161425000012/exhibit211123124.htm",Heuristic,"Riley Exploration – Permian, LLC","DE",0,,1d305f2d-9b55-5cd4-af4c-6b3d0c498535,,"",false
000100161425000012,EX-21,"https://www.sec.gov/Archives/edgar/data/1001614/000100161425000012/exhibit211123124.htm",Heuristic,"Riley Permian Operating Company, LLC","DE",0,,1d305f2d-9b55-5cd4-af4c-6b3d0c498535,,"",false
000100161425000012,EX-21,"https://www.sec.gov/Archives/edgar/data/1001614/000100161425000012/exhibit211123124.htm",Heuristic,"RPC Power HoldCo, LLC","DE",0,,1d305f2d-9b55-5cd4-af4c-6b3d0c498535,,"",false
000100161425000012,EX-21,"https://www.sec.gov/Archives/edgar/data/1001614/000100161425000012/exhibit211123124.htm",Heuristic,"Dovetail Midstream, LLC","DE",0,,1d305f2d-9b55-5cd4-af4c-6b3d0c498535,,"",false
000143774925029909,EX-21,"https://www.sec.gov/Archives/edgar/data/1001907/000143774925029909/ex/831011.htm",Heuristic,"1) Astrogenetix, Inc.","Delaware",0,,7ac3c666-6c3a-532f-b21a-5ed0a84f425f,,"",false
000143774925029909,EX-21,"https://www.sec.gov/Archives/edgar/data/1001907/000143774925029909/ex/831011.htm",Heuristic,"2) 1st Detect Corporation","Delaware",1,"1) Astrogenetix, Inc.",3db157db-31fd-5807-aa2b-f9aa999c7fa3,,"",true
000143774925029909,EX-21,"https://www.sec.gov/Archives/edgar/data/1001907/000143774925029909/ex/831011.htm",Heuristic,"3) Agriculture Technology Corporation","Delaware",0,,7ac3c666-6c3a-532f-b21a-5ed0a84f425f,,"",false
000143774925029909,EX-21,"https://www.sec.gov/Archives/edgar/data/1001907/000143774925029909/ex/831011.htm",Heuristic,"4) Medikinetix, Inc.","Delaware",0,,7ac3c666-6c3a-532f-b21a-5ed0a84f425f,,"",false
000143774925029909,EX-21,"https://www.sec.gov/Archives/edgar/data/1001907/000143774925029909/ex/831011.htm",Heuristic,"5) Astrotech Technologies, Inc.","Delaware",0,,7ac3c666-6c3a-532f-b21a-5ed0a84f425f,,"",false
000143774925029909,EX-21,"https://www.sec.gov/Archives/edgar/data/1001907/000143774925029909/ex/831011.htm",Heuristic,"6) BreathTech Corporation","Delaware",0,,7ac3c666-6c3a-532f-b21a-5ed0a84f425f,,"",false
000143774925029909,EX-21,"https://www.sec.gov/Archives/edgar/data/1001907/000143774925029909/ex/831011.htm",Heuristic,"7) AgLAB Inc.","Delaware",0,,7ac3c666-6c3a-532f-b21a-5ed0a84f425f,,"",false
000143774925029909,EX-21,"https://www.sec.gov/Archives/edgar/data/1001907/000143774925029909/ex/831011.htm",Heuristic,"8) Cargo Security Center International, Inc.","Delaware",0,,7ac3c666-6c3a-532f-b21a-5ed0a84f425f,,"",false
000143774925029909,EX-21,"https://www.sec.gov/Archives/edgar/data/1001907/000143774925029909/ex/831011.htm",Heuristic,"9) AgLAB Remediation Company, LLC","Delaware",1,"8) Cargo Security Center International, Inc.",4308127d-af18-55e1-bfa5-85702a08fb1e,,"",true
000143774925029909,EX-21,"https://www.sec.gov/Archives/edgar/data/1001907/000143774925029909/ex/831011.htm",Heuristic,"10) ProControl, Inc.","Delaware",1,"8) Cargo Security Center International, Inc.",4308127d-af18-55e1-bfa5-85702a08fb1e,,"",true
000143774925029909,EX-21,"https://www.sec.gov/Archives/edgar/data/1001907/000143774925029909/ex/831011.htm",Heuristic,"11) EnScan, Inc.","Delaware",2,"10) ProControl, Inc.",ec7c0911-029b-5871-9fba-d0f677f2c0a1,,"",true
000095017025083705,EX-21,"https://www.sec.gov/Archives/edgar/data/1002047/000095017025083705/ntap-ex21/1.htm",Heuristic,"NetApp Argentina S.R.L.","Argentina",0,,88986e80-58cf-5b3d-8f38-88168de4170b,,"",false
000095017025083705,EX-21,"https://www.sec.gov/Archives/edgar/data/1002047/000095017025083705/ntap-ex21/1.htm",Heuristic,"NetApp Australia Pty Ltd","Australia",0,,88986e80-58cf-5b3d-8f38-88168de4170b,,"",false
000095017025083705,EX-21,"https://www.sec.gov/Archives/edgar/data/1002047/000095017025083705/ntap-ex21/1.htm",Heuristic,"Instaclustr Pty Ltd","Australia",0,,88986e80-58cf-5b3d-8f38-88168de4170b,,"",false
000095017025083705,EX-21,"https://www.sec.gov/Archives/edgar/data/1002047/000095017025083705/ntap-ex21/1.htm",Heuristic,"NetApp Austria GmbH","Austria",0,,88986e80-58cf-5b3d-8f38-88168de4170b,,"",false
000095017025083705,EX-21,"https://www.sec.gov/Archives/edgar/data/1002047/000095017025083705/ntap-ex21/1.htm",Heuristic,"BYMS International, Inc.","Barbados",0,,88986e80-58cf-5b3d-8f38-88168de4170b,,"",false
000095017025083705,EX-21,"https://www.sec.gov/Archives/edgar/data/1002047/000095017025083705/ntap-ex21/1.htm",Heuristic,"NetApp Belgium BV","Belgium",0,,88986e80-58cf-5b3d-8f38-88168de4170b,,"",false
000095017025083705,EX-21,"https://www.sec.gov/Archives/edgar/data/1002047/000095017025083705/ntap-ex21/1.htm",Heuristic,"NetApp Global Limited","Bermuda",0,,88986e80-58cf-5b3d-8f38-88168de4170b,,"",false
000095017025083705,EX-21,"https://www.sec.gov/Archives/edgar/data/1002047/000095017025083705/ntap-ex21/1.htm",Heuristic,"NetApp Global Holdings Ltd.","Bermuda",0,,88986e80-58cf-5b3d-8f38-88168de4170b,,"",false
000095017025083705,EX-21,"https://www.sec.gov/Archives/edgar/data/1002047/000095017025083705/ntap-ex21/1.htm",Heuristic,"NetApp International Holdings Ltd.","Bermuda",0,,88986e80-58cf-5b3d-8f38-88168de4170b,,"",false
000095017025083705,EX-21,"https://www.sec.gov/Archives/edgar/data/1002047/000095017025083705/ntap-ex21/1.htm",Heuristic,"NetApp Brasil Solucoes de Gerenciamento e Armazenamento de Dados Ltda","Brazil",0,,88986e80-58cf-5b3d-8f38-88168de4170b,,"",false
000095017025083705,EX-21,"https://www.sec.gov/Archives/edgar/data/1002047/000095017025083705/ntap-ex21/1.htm",Heuristic,"NetApp U.S. Public Sector, Inc.","California",0,,88986e80-58cf-5b3d-8f38-88168de4170b,,"",false
