Accession,ExhibitType,URL,Method,Subsidiary,Jurisdiction,NestingLevel,ParentName,Ownership,Footnotes,IsNested
,,,,"CoLucid Pharmaceuticals, Inc.","",0,,,"",false
,,,,"Compania Farmaceutica Eli Lilly de Centro America S.A.","",0,,,"",false
,,,,"Dermira, Inc.","",0,,,"",false
,,,,"DICE Alpha, Inc.","",0,,,"",false
,,,,"DICE Molecules SV, Inc.","",0,,,"",false
,,,,"DICE Therapeutics, Inc.","",0,,,"",false
,,,,"Disarm Therapeutics, Inc.","",0,,,"",false
,,,,"Dista Ilac Ticaret Limited Sirketi","",0,,,"",false
,,,,"Dista, S.A.","",0,,,"",false
,,,,"DistaProdutos Quimicos & Farmaceuticos, LDA","",0,,,"",false
,,,,"Elanco Animal Health Ireland Limited","",0,,,"",false
,,,,"ELCO Dominicana S.R.L.","",0,,,"",false
,,,,"ELCO for Trade and Marketing, S.A.E.","",0,,,"",false
,,,,"ELCO Insurance Company Limited","",0,,,"",false
,,,,"ELCO Management, Inc.","",0,,,"",false
,,,,"ELGO Insurance Company Limited","",0,,,"",false
,,,,"Eli Lilly Sdn. Bhd.","",0,,,"Malaysia",false
,,,,"Eli Lilly , Incorporated","",0,,,"Philippines",false
,,,,"Eli Lilly Limited","",0,,,"S.A., Proprietary",false
,,,,"Eli Lilly Pte. Ltd.","",0,,,"Singapore",false
,,,,"Eli Lilly S.A.","",0,,,"Suisse",false
,,,,"Eli Lilly and Company Pvt. Ltd.","",0,,,"India",false
,,,,"Eli Lilly and Company Limited","",0,,,"Ireland",false
,,,,"Eli Lilly and Company Limited","",0,,,"N.Z.",false
,,,,"Eli Lilly and Company , Inc.","",0,,,"Taiwan",false
,,,,"Eli Lilly and Company Limited","",0,,,"",false
,,,,"Eli Lilly Asia Pacific SSC Sdn Bhd","",0,,,"",false
,,,,"Eli Lilly Asia, Inc.","",0,,,"",false
,,,,"Eli Lilly Australia Pty. Limited","",0,,,"",false
,,,,"Eli Lilly Benelux S.A.","",0,,,"",false
,,,,"Eli Lilly BH d.o.o.","",0,,,"",false
000005952725000006,EX-21,"https://www.sec.gov/Archives/edgar/data/59527/000005952725000006/leco-20241231xex21.htm",Nested,"A. B. Arriendos S.A.","​",1,,,"",true
,,,,"Claremont IC","​",0,,,"",false
,,,,"Ductil SA","​",0,,,"",false
,,,,"Europaische Holding Intercito GmbH","​",0,,,"",false
,,,,"Fori Asia Holdings Co., Limited","​",0,,,"",false
,,,,"Fori Automation de Mexico S. de R.L. de C.V.","​",0,,,"",false
,,,,"Fori Automation GmbH","​",0,,,"",false
,,,,"Fori Automation Holding Co., Limited","​",0,,,"",false
,,,,"Fori Automation India Private Limited","​",0,,,"",false
,,,,"Fori Automation, LLC","​",0,,,"",false
,,,,"Fori Automation Real Estate S. de R.L. de C.V.","​",0,,,"",false
,,,,"Fori Automation Services S. de R.L. de C.V.","​",0,,,"",false
,,,,"Fori Automation S.L.","​",0,,,"",false
,,,,"Fori Bernd Automation Equipment Co., Limited","​",0,,,"Beijing",false
,,,,"Fori Korea Ltd.","​",0,,,"",false
,,,,"Goodall Battery, LLC","​",0,,,"",false
,,,,"Harris Calorific International Sp. z o.o.","​",0,,,"",false
,,,,"Inrotech A/S","​",0,,,"",false
,,,,"J.W. Harris Co., Inc.","​",1,"Inrotech A/S",,"",true
,,,,"Kaynak Teknigi Sanayi ve Ticaret A.S.","​",0,,,"",false
,,,,"LE Torreon BCS, S. de R.L. de C.V.","​",0,,,"",false
,,,,"Lincoln Canada Holdings ULC","​",0,,,"",false
,,,,"Lincoln Electric Automation, Inc.","​",0,,,"",false
,,,,"Lincoln Electric Bester Sp. z o.o.","​",0,,,"",false
,,,,"Lincoln Electric Company Private Limited","​",0,,,"India",false
,,,,"Lincoln Electric Company of Canada GP 2 Limited","​",0,,,"",false
,,,,"Lincoln Electric Company of Canada LP","​",1,"Lincoln Electric Company of Canada GP 2 Limited",,"",true
,,,,"Lincoln Electric Deutschland GMBH","​",0,,,"",false
,,,,"Lincoln Electric do Brasil Indústria e Comércio Ltda.","​",1,"Lincoln Electric Deutschland GMBH",,"",true
,,,,"Lincoln Electric Dutch Holdings B.V.","​",0,,,"",false
,,,,"Lincoln Electric Europe B.V.","​",1,"Lincoln Electric Dutch Holdings B.V.",,"",true
,,,,"Lincoln Electric Finance ULC","​",0,,,"",false
,,,,"Lincoln Electric France S.A.S.","​",1,"Lincoln Electric Finance ULC",,"",true
,,,,"Lincoln Electric GmbH","​",0,,,"",false
,,,,"Lincoln Electric Iberia, S.L.","​",0,,,"",false
,,,,"Lincoln Electric India Holdings, Inc.","​",0,,,"",false
,,,,"Lincoln Electric International Holding Company","​",0,,,"",false
,,,,"Lincoln Electric Italia S.r.l.","​",1,"Lincoln Electric International Holding Company",,"",true
000095017025078615,EX-21,"https://www.sec.gov/Archives/edgar/data/5981/000095017025078615/avd-ex21.htm",Nested,"AMVAC Chemical Corporation","",0,,,"",false
,,,,"GemChem, Inc.","",0,,,"",false
,,,,"2110 Davie Corporation","",0,,,"formerly ABSCO Distributing",false
,,,,"AMVAC do Brasil Representácoes Ltda","",0,,,"",false
,,,,"Amvac Mexico S. De R.L. De C.V.","",0,,,"",false
,,,,"AMVAC de Costa Rica Srl","",0,,,"",false
,,,,"AVD International LLC","",0,,,"",false
,,,,"AMVAC Netherlands BV","",0,,,"",false
,,,,"OHP Inc.","",0,,,"",false
,,,,"Amvac Colombia SAS","",0,,,"",false
,,,,"AgriCenter S.A","",0,,,"",false
,,,,"Tyratech, Inc.","",0,,,"",false
,,,,"American Vanguard Australia PTY Ltd","",0,,,"",false
,,,,"AgNova Technologies Pty Ltd","",0,,,"",false
,,,,"AgNova New Zealand","",0,,,"",false
,,,,"AMVAC do Brazil 3p LTDA","",0,,,"",false
,,,,"Amvac Canada ULC","",0,,,"",false
,,,,"Amvac Hong Kong Limited","",0,,,"",false
,,,,"Agrinos Biotech Co., LTD","",0,,,"Shanghai",false
,,,,"Agrinos do Brazil Fertilizantes Biologicos LTDA","",0,,,"",false
,,,,"Agrinos India Private Limited","",0,,,"",false
,,,,"Agrinos Ukraine LLC","",0,,,"",false
,,,,"Agrinos Iberia S.L.","",0,,,"",false
,,,,"Bioderpac SA de CV","",0,,,"",false
000006008625000036,EX-21,"https://www.sec.gov/Archives/edgar/data/60086/000006008625000036/exhibit2101-q42024.htm",Nested,"CNA Financial Corporation","Delaware",0,,,"",false
,,,,"American Casualty Company of Reading, Pennsylvania","Pennsylvania",0,,,"",false
,,,,"Bantry Insurance Company","Illinois",0,,,"",false
,,,,"CNA Europe Holdings Limited","United Kingdom",0,,,"",false
,,,,"CNA Insurance Company S.A.","Luxembourg",0,,,"Europe",false
,,,,"CNA Insurance Company Limited","United Kingdom",0,,,"",false
,,,,"CNA National Warranty Corporation","Arizona",0,,,"",false
,,,,"Columbia Casualty Company","Illinois",0,,,"",false
,,,,"Continental Casualty Company","Illinois",0,,,"",false
,,,,"Continental Reinsurance Corporation International, Ltd","Bermuda",0,,,"",false
,,,,"Hardy Underwriting Limited","United Kingdom",0,,,"",false
,,,,"Inverin Insurance Company","Illinois",0,,,"",false
,,,,"National Fire Insurance Company of Hartford","Illinois",0,,,"",false
,,,,"North Rock Insurance Company Limited","Bermuda",0,,,"",false
,,,,"Surety Bonding Company of America","South Dakota",0,,,"",false
,,,,"The Continental Corporation","New York",0,,,"",false
,,,,"The Continental Insurance Company","Pennsylvania",0,,,"",false
,,,,"The Continental Insurance Company of New Jersey","New Jersey",0,,,"",false
,,,,"Transportation Insurance Company","Illinois",0,,,"",false
,,,,"Universal Surety of America","South Dakota",0,,,"",false
,,,,"Valley Forge Insurance Company","Pennsylvania",0,,,"",false
,,,,"Western Surety Company","South Dakota",0,,,"",false
,,,,"Boardwalk Pipeline Partners, LP","Delaware",0,,,"",false
,,,,"Boardwalk Midstream, LLC","Delaware",0,,,"",false
,,,,"Boardwalk Pipelines, LP","Delaware",0,,,"",false
,,,,"Boardwalk Resources Company, LLC","Delaware",0,,,"",false
,,,,"Gulf South Pipeline Company, LP","Delaware",0,,,"",false
,,,,"Texas Gas Transmission, LLC","Delaware",0,,,"",false
,,,,"Loews Hotels Holding Corporation","Delaware",0,,,"",false
000006066725000049,EX-21,"https://www.sec.gov/Archives/edgar/data/60667/000006066725000049/exhibit211/01312025.htm",Nested,"Lowe’s Home Centers, LLC","",0,,,"",false
000143774925010246,EX-21,"https://www.sec.gov/Archives/edgar/data/61004/000143774925010246/ex/716746.htm",Nested,"Precise Time and Frequency, LLC","",0,,,"",false
,,,,"P3 Logistic Solutions LLC","",0,,,"",false
,,,,"Lynch Capital International, LLC","",0,,,"",false
,,,,"LGL Systems Acquisition Holding Company, LLC","",0,,,"",false
,,,,"Lynch Systems Acquisition Holding Company, LLC","",0,,,"",false
,,,,"LGL Systems Nevada Management Partners LLC","",0,,,"",false
000095017025040259,EX-21,"https://www.sec.gov/Archives/edgar/data/6176/000095017025040259/ap-ex21.htm",Nested,"Air & Liquid Systems Corporation","",0,,,"",false
,,,,"AmpcoPittsburgh Securities V Investment Corporation","",0,,,"",false
,,,,"AmpcoPittsburgh Securities V L.L.C.","",0,,,"",false
,,,,"Union Electric Steel Corporation","",0,,,"",false
,,,,"Ampco UES Sub, Inc.","",0,,,"",false
,,,,"The Davy Roll Company Limited","",0,,,"",false
,,,,"Union Electric Steel UK Limited","",0,,,"",false
,,,,"Åkers AB","",0,,,"",false
,,,,"Åkers Sweden AB","",0,,,"",false
,,,,"Rolls Technology Inc.","",0,,,"",false
,,,,"Åkers Valji Ravne d.o.o.","",0,,,"",false
,,,,"Shanxi Åkers TISCO Roll Co. Ltd.","",0,,,"",false
,,,,"Alloys Unlimited and Processing, LLC","",0,,,"",false
000095017025024838,EX-21,"https://www.sec.gov/Archives/edgar/data/61986/000095017025024838/mtw-ex21.htm",Nested,"10","",0,,,"",false
,,,,"11","",0,,,"",false
,,,,"12","",0,,,"",false
,,,,"13","",0,,,"",false
,,,,"14","",0,,,"",false
,,,,"15","",0,,,"",false
,,,,"16","",0,,,"",false
,,,,"17","",0,,,"",false
,,,,"18","",0,,,"",false
,,,,"19","",0,,,"",false
,,,,"20","",0,,,"",false
,,,,"21","",0,,,"",false
,,,,"22","",0,,,"",false
,,,,"23","",0,,,"",false
,,,,"24","",0,,,"",false
,,,,"25","",0,,,"",false
,,,,"26","",0,,,"",false
,,,,"27","",0,,,"",false
,,,,"28","",0,,,"",false
,,,,"29","",0,,,"",false
,,,,"30","",0,,,"",false
,,,,"31","",0,,,"",false
,,,,"32","",0,,,"",false
,,,,"33","",0,,,"",false
,,,,"34","",0,,,"",false
,,,,"35","",0,,,"",false
,,,,"36","",0,,,"",false
,,,,"37","",0,,,"",false
,,,,"38","",0,,,"",false
,,,,"39","",0,,,"",false
,,,,"40","",0,,,"",false
,,,,"41","",0,,,"",false
,,,,"42","",0,,,"",false
000000620125000010,EX-21,"https://www.sec.gov/Archives/edgar/data/6201/000000620125000010/ex211q42410k.htm",Nested,"AAG Private Placement1 Parent LLC","",0,,,"",false
,,,,"AAG Private Placement1 LLC","",0,,,"",false
,,,,"American Airlines, Inc.","",0,,,"",false
,,,,"AAdvantage Holdings 1, Ltd.","",0,,,"",false
,,,,"AAdvantage Holdings 2, Ltd.","",0,,,"",false
,,,,"AAdvantage Loyalty IP, Ltd.","",0,,,"",false
,,,,"Madrid IP Lux GP Sá.r.l","",0,,,"",false
,,,,"Madrid IP Lux HoldCo SCS","",0,,,"",false
,,,,"Madrid IP Lux HoldCo 2 SCS","",0,,,"",false
,,,,"American Airlines Cargo Funding, LLC","",0,,,"",false
,,,,"American Airlines de Mexico, S.A.","",0,,,"",false
,,,,"AAI Technology Services LLC","",0,,,"",false
,,,,"American Airlines Services India LLP","",0,,,"",false
,,,,"American Airlines Marketing Services LLC","",0,,,"",false
,,,,"American Aviation Supply LLC","",0,,,"",false
,,,,"American Airlines Travel LLC","",0,,,"",false
,,,,"20132B, LLC","",0,,,"",false
,,,,"Americas Ground Services, Inc.","",0,,,"",false
,,,,"Dominicana de Servicios Aeroportuarios S.A. S.R.L.","",0,,,"DSA",false
,,,,"International Ground Services, S.A. de C.V.","",0,,,"",false
,,,,"Avion Assurance Ltd.","",0,,,"",false
,,,,"Envoy Aviation Group Inc.","",0,,,"",false
,,,,"Eagle Aviation Services, Inc.","",0,,,"",false
,,,,"Envoy Air Inc.","",0,,,"operates under the trade name “American Eagle”",false
,,,,"Executive Airlines, Inc.","",0,,,"",false
,,,,"FLAAG 20171 OPP LLC","",0,,,"",false
,,,,"FLAAG 20171 OPA LLC","",0,,,"",false
,,,,"FLAAG 20171 OPB LLC","",0,,,"",false
,,,,"FLAAG 20191 OPP LLC","",0,,,"",false
,,,,"FLAAG 20191 OPA LLC","",0,,,"",false
,,,,"FLAAG 20191 OPB LLC","",0,,,"",false
,,,,"FLAAG 20191 OPC LLC","",0,,,"",false
,,,,"JCRJ900 LLC","",0,,,"",false
,,,,"Piedmont Airlines, Inc.","",0,,,"operates under the trade name “American Eagle”",false
,,,,"PMA Investment Subsidiary, Inc.","",0,,,"",false
,,,,"PSA Airlines, Inc.","",0,,,"operates under the trade name “American Eagle”",false
000141057825001515,EX-21,"https://www.sec.gov/Archives/edgar/data/6207/000141057825001515/axr-20250430xex21.htm",Nested,"American Republic Investment Co.","​",0,,,"",false
,,,,"AMREP Southwest Inc.","​",0,,,"",false
,,,,"Outer Rim Investments, Inc.","​",0,,,"",false
,,,,"AMREPCO Inc.","​",0,,,"",false
,,,,"Las Fuentes Village II, LLC","​",0,,,"",false
,,,,"Las Fuentes Village III, LLC","​",0,,,"",false
,,,,"Lomas Encantadas Development Company, LLC","​",0,,,"",false
,,,,"Hawksite 27 Development Company, LLC","​",0,,,"",false
,,,,"Enchanted Hills Development Company, LLC","​",0,,,"",false
,,,,"Southwest Mineral Company, LLC","​",0,,,"",false
,,,,"Clean Slate Properties, LLC","​",0,,,"",false
,,,,"Butterfly Holdings, LLC","​",0,,,"",false
,,,,"Amreston Homes LLC","​",0,,,"",false
,,,,"Amreston Construction LLC","​",0,,,"",false
,,,,"Mountain Hawk East Development Company LLC","​",0,,,"",false
,,,,"Mountain Hawk West Development Company LLC","​",0,,,"",false
,,,,"Tierra Feliz Development Company LLC","​",0,,,"",false
,,,,"Lavender Fields, LLC","​",0,,,"",false
,,,,"Sol Oeste LLC","​",0,,,"",false
,,,,"Pueblo del Sol, LLC","​",0,,,"",false
,,,,"Wymont LLC","​",0,,,"",false
,,,,"Arroyos, LLC","​",0,,,"",false
,,,,"Rioscapes LLC","​",0,,,"",false
,,,,"Resurrection Land Company, LLC","​",0,,,"",false
,,,,"Corner Office, LLC","​",0,,,"",false
,,,,"Dealande LLC","​",0,,,"",false
,,,,"Oruga LLC","​",0,,,"",false
,,,,"PCD ARIC Holdco LLC","​",0,,,"",false
000006270925000015,EX-21,"https://www.sec.gov/Archives/edgar/data/62709/000006270925000015/exhibit211subsidiarylist20.htm",Nested,"10","Altius Client (GP) II LLC",0,,,"",false
,,,,"11","Altius Client (GP) LLC",0,,,"",false
,,,,"12","Altius Client JP Limited",0,,,"",false
,,,,"13","Altius Real Assets (GP) LLC",0,,,"",false
,,,,"14","Altius Real Assets Management S.a.r.l (GP)",0,,,"",false
,,,,"15","Amal Insurance Brokers Limited",0,,,"",false
,,,,"16","Ardrossan Insurance Brokers Pty Ltd",0,,,"",false
,,,,"17","Assurance Services Corporation",0,,,"",false
,,,,"18","Asterra Re Sociedad Anonoima Correduria de Reaseguros",0,,,"",false
,,,,"19","Austral Insurance Brokers Pty Ltd",0,,,"",false
,,,,"20","BeneCap Insurance Solutions IC",0,,,"",false
,,,,"21","BenPool Re IC",0,,,"",false
,,,,"22","Best Insurance, Inc.",0,,,"",false
,,,,"23","Best Insurance, Inc. (Fukouka Branch)",0,,,"",false
,,,,"24","Best Insurance, Inc. (Fukuyama Branch)",0,,,"",false
,,,,"25","Best Insurance, Inc. (Hiroshima Branch)",0,,,"",false
,,,,"26","Best Insurance, Inc. (Nara Branch)",0,,,"",false
,,,,"27","Best Insurance, Inc. (Okayama Branch)",0,,,"",false
,,,,"28","Blue Marble Micro Limited",0,,,"",false
,,,,"29","Blue Marble Microinsurance, Inc.",0,,,"",false
,,,,"30","Bluefin Insurance Group Limited",0,,,"",false
,,,,"31","Bluefin Insurance Services Limited",0,,,"",false
,,,,"32","Boulder Claims, LLC",0,,,"",false
,,,,"33","Bovill Risk & Insurance Consultants Pty. Ltd.",0,,,"",false
,,,,"34","Bowring (Bermuda) Investments Ltd.",0,,,"",false
000000628125000153,EX-21,"https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adify2510k-ex21subsidiaries.htm",Nested,"Analog Devices Australia Pty. Ltd.","Australia",1,,,"",true
,,,,"Analog Devices Pty. Ltd.","Australia",1,,,"",true
,,,,"Analog Devices GmbH","Austria",1,,,"",true
,,,,"Maxim Integrated Products GmbH","Austria",2,"Analog Devices GmbH",,"Austria",true
,,,,"Maxim Integrated GmbH","Austria",1,,,"",true
,,,,"Analog Devices Canada, Ltd.","Canada",2,"Maxim Integrated GmbH",,"",true
,,,,"Maxim Island Holdings Corporation","Canada",2,"Maxim Integrated GmbH",,"",true
,,,,"Icron Technologies Corporation","Canada",1,,,"",true
,,,,"Analog Devices Co. Ltd.","China",2,"Icron Technologies Corporation",,"China",true
,,,,"Analog Devices Holdings Co., Ltd.","China",3,"Analog Devices Co. Ltd.",,"China",true
,,,,"Analog Devices A/S","Denmark",1,,,"",true
,,,,"Analog Devices Limited Egypt LLC","Egypt",2,"Analog Devices A/S",,"",true
,,,,"Analog Devices Microelectronics","Egypt",1,,,"",true
,,,,"Trinamic OÜ","Estonia",1,,,"",true
,,,,"Analog Devices OY","Finland",2,"Trinamic OÜ",,"Finland",true
,,,,"Analog Devices S.A.S.","France",2,"Trinamic OÜ",,"",true
,,,,"Analog Devices GmbH","Germany",2,"Trinamic OÜ",,"",true
,,,,"Maxim Integrated Acquisition GmbH","Germany",3,"Analog Devices GmbH",,"",true
,,,,"Trinamic Motion Control GmbH & Co. KG","Germany",4,"Maxim Integrated Acquisition GmbH",,"",true
,,,,"Trinamic Verwaltungsgesellschaft mbH","Germany",2,"Trinamic OÜ",,"",true
,,,,"Maxim Integrated Products Asia Limited","Hong Kong",3,"Trinamic Verwaltungsgesellschaft mbH",,"",true
,,,,"Maxim India Integrated Circuit Design Private Limited","India",4,"Maxim Integrated Products Asia Limited",,"",true
,,,,"Maxim Integrated Products India Sales Private Limited","India",4,"Maxim Integrated Products Asia Limited",,"",true
,,,,"Analog Devices India Private Limited","India",3,"Trinamic Verwaltungsgesellschaft mbH",,"",true
,,,,"Analog Devices International Unlimited Company","Ireland",3,"Trinamic Verwaltungsgesellschaft mbH",,"",true
,,,,"Analog Devices Atlantic Unlimited Company","Ireland",3,"Trinamic Verwaltungsgesellschaft mbH",,"",true
,,,,"Analog Devices Limerick Unlimited Company","Ireland",3,"Trinamic Verwaltungsgesellschaft mbH",,"",true
,,,,"Acuitas Silicon Limited","Ireland",2,"Trinamic OÜ",,"",true
,,,,"Maxim Integrated Products International Limited","Ireland",3,"Acuitas Silicon Limited",,"",true
,,,,"Maxim Integrated Products International Sales Limited","Ireland",4,"Maxim Integrated Products International Limited",,"",true
,,,,"Linear Technology Ltd.","Israel",3,"Acuitas Silicon Limited",,"Israel",true
,,,,"Analog Devices , Ltd.","Israel",3,"Acuitas Silicon Limited",,"Israel",true
,,,,"Analog Devices Srl","Italy",2,"Trinamic OÜ",,"",true
,,,,"Linear Technology KK","Japan",2,"Trinamic OÜ",,"",true
,,,,"Linear Technology GK","Japan",2,"Trinamic OÜ",,"",true
000006299625000004,EX-21,"https://www.sec.gov/Archives/edgar/data/62996/000006299625000004/legal389406/exx21xmascoxsu.htm",Nested,"Airex 3, LLC","Michigan",0,,,"",false
,,,,"Behr Process LLC1","California",0,,,"",false
,,,,"BEHR PAINTS IT!, INC.","California",0,,,"",false
,,,,"Behr Process Canada Ltd.","Canada",0,,,"",false
,,,,"Masterchem Industries LLC","Missouri",0,,,"",false
,,,,"ColorAxis, Inc.","California",0,,,"",false
,,,,"Masco Support Services Company","Delaware",0,,,"",false
,,,,"Behr Sales LLC","California",0,,,"",false
,,,,"Delta Faucet Support Services LLC","Delaware",0,,,"",false
,,,,"Liberty Hardware Retail & Design Services LLC","Delaware",0,,,"",false
,,,,"Watkins Support Services LLC","Delaware",0,,,"",false
,,,,"Behr Process Paints Private Limited","India",0,,,"India",false
,,,,"BrassCraft Manufacturing Company","Michigan",0,,,"",false
,,,,"Brasstech, Inc.2","California",0,,,"",false
,,,,"Delta Faucet Co. Ltd.","China",0,,,"China",false
,,,,"Delta Faucet Company Mexico, S. de R.L. de C.V.","Mexico",0,,,"",false
,,,,"Kraus USA Plumbing LLC","Delaware",0,,,"",false
,,,,"Landex of Wisconsin, Inc.","Wisconsin",0,,,"",false
,,,,"Liberty Hardware Mfg. Corp.","Florida",0,,,"",false
,,,,"Liberty Hardware Asia Co. Ltd.","China",0,,,"",false
,,,,"Masco Building Products Corp.","Delaware",0,,,"",false
,,,,"Masco Capital Corporation","Delaware",0,,,"",false
,,,,"Masco Chile Limitada3","Chile",0,,,"",false
,,,,"Masco Corporation of Indiana","Indiana",0,,,"",false
,,,,"Delta Faucet Company4","Indiana",0,,,"",false
,,,,"Delta Faucet Company of Tennessee","Delaware",0,,,"",false
,,,,"Masco Europe, LLC","Delaware",0,,,"",false
,,,,"Masco Europe S.C.S.","Luxembourg",0,,,"",false
000162828025007887,EX-21,"https://www.sec.gov/Archives/edgar/data/63276/000162828025007887/ex210202410-k.htm",Nested,"American Girl, LLC","",0,,,"",false
,,,,"American Girl Brands, LLC","",0,,,"",false
,,,,"FisherPrice, Inc.","",0,,,"",false
,,,,"Mattel Asia Pacific Sourcing Limited","",0,,,"",false
,,,,"Mattel Direct Import, Inc.","",0,,,"",false
,,,,"Mattel Europa B.V.","",0,,,"",false
,,,,"Mattel Europe Holdings B.V.","",0,,,"",false
,,,,"Mattel Europe Marketing B.V.","",0,,,"",false
,,,,"Mattel International Finance B.V.","",0,,,"",false
,,,,"Mattel International Holdings B.V.","",0,,,"",false
,,,,"Mattel International Licensing, LLC","",0,,,"",false
,,,,"Mattel Marketing Holdings Pte. Ltd.","",0,,,"",false
,,,,"Mattel Overseas Operations Ltd.","",0,,,"",false
,,,,"Mattel Overseas, LLC","",0,,,"",false
,,,,"Mattel Sales Corp.","",0,,,"",false
,,,,"Radica Holdings Bermuda Ltd.","",0,,,"",false
000006329625000070,EX-21,"https://www.sec.gov/Archives/edgar/data/63296/000006329625000070/matw/93025xex21.htm",Nested,"Name","",0,,,"",false
,,,,"The SLN Group, Inc.","",0,,,"",false
,,,,"Matthews Automation Solutions, LLC","",0,,,"",false
,,,,"Matthews Marking Solutions, LLC","",0,,,"",false
,,,,"The Dodge Company, Inc.","",0,,,"",false
,,,,"Saueressig North America, Inc.","",0,,,"",false
,,,,"EBF Enterprises, Inc.","",0,,,"",false
,,,,"Kenuohua Matthews Electronic Company, Ltd.","",0,,,"Beijing",false
,,,,"Matthews Canada Ltd.","",0,,,"",false
,,,,"Matthews Industries, Inc.","",0,,,"",false
,,,,"Matthews International S.p.A.","",0,,,"",false
,,,,"Matthews Marking Systems Sweden AB","",0,,,"",false
,,,,"Innovative Branding Technology Solutions, LLC","",0,,,"",false
,,,,"The York Group, Inc.","",0,,,"",false
,,,,"Matthews Gibraltar Mausoleum & Construction Company","",0,,,"",false
,,,,"MATW LLC","",0,,,"",false
000143774925010266,EX-21,"https://www.sec.gov/Archives/edgar/data/63330/000143774925010266/ex/793327.htm",Nested,"Maui Pineapple Company, Ltd.","Hawai‘i",1,,,"",true
,,,,"Kapalua Land Company, Ltd.","Hawai‘i",1,,,"",true
,,,,"Kapalua Realty Company, Ltd.","Hawai‘i",1,,,"",true
,,,,"Kapalua Advertising Company, Ltd.","Hawai‘i",1,,,"",true
,,,,"BRE2 LLC","Hawai‘i",0,,,"a Joint Venture",false
000006375425000005,EX-21,"https://www.sec.gov/Archives/edgar/data/63754/000006375425000005/mkc-11302024xex21.htm",Nested,"Billy Bee Honey Products Company","Canada",0,,,"",false
,,,,"Botanical Food Company Pty. Ltd.","Australia",0,,,"",false
,,,,"Botanical Food Company, Inc.","Delaware, U.S.",0,,,"",false
,,,,"Brand Aromatics, Inc","New Jersey, U.S.",0,,,"",false
,,,,"CFCFlavor Holdings SA DE C.V.","Mexico",0,,,"",false
,,,,"The Cholula Food Company LLC","Delaware, U.S.",0,,,"",false
,,,,"Drogheria E Alimentari SPA","Italy",0,,,"",false
,,,,"Enrico Giotti SPA","Italy",0,,,"",false
,,,,"FONA International, LLC","Illinois, U.S.",0,,,"",false
,,,,"The French's Food Company LLC","Delaware, U.S.",0,,,"",false
,,,,"The French's Food Company, Inc.","Canada",0,,,"",false
,,,,"McCormick Foods India Private Limited","India",0,,,"",false
,,,,"La Cie McCormick Canada Co.","Canada",0,,,"",false
,,,,"McCormick Food Company Limited","People’s Republic of China",0,,,"Guangzhou",false
,,,,"McCormick Ltd.","Scotland",0,,,"U.K.",false
,,,,"McCormick Cyprus Limited","Cyprus",0,,,"",false
,,,,"McCormick de Centro America, S.A. de C.V.","El Salvador",0,,,"",false
,,,,"McCormick EMEA Holdings Limited","United Kingdom",0,,,"",false
,,,,"McCormick Europe, Ltd.","United Kingdom",0,,,"",false
,,,,"McCormick Foods Australia Pty. Ltd.","Australia",0,,,"",false
,,,,"McCormick France Holdings S.A.S.","France",0,,,"",false
,,,,"McCormick France, S.A.S.","France",0,,,"",false
,,,,"McCormick Holding Company Inc.","Delaware, U.S.",0,,,"",false
,,,,"McCormick Ingredients Southeast Asia Private Limited","Republic of Singapore",0,,,"",false
,,,,"McCormick International Holdings Unlimited.","United Kingdom",0,,,"",false
,,,,"McCormick Italy Holdings S.R.L.","Italy",0,,,"",false
,,,,"McCormick Pesa, S.A. de C.V.","Mexico",0,,,"",false
,,,,"McCormick Polska S.A.","Poland",0,,,"",false
,,,,"McCormick South Africa Pty Limited","South Africa",0,,,"",false
,,,,"McCormick Switzerland GmbH","Switzerland",0,,,"",false
,,,,"McCormick Food Company Limited","People’s Republic of China",0,,,"Wuhan",false
,,,,"Mojave Foods Corporation","Maryland, U.S.",0,,,"",false
,,,,"Shanghai McCormick Foods Company Limited","People’s Republic of China",0,,,"",false
,,,,"Simply Asia Foods LLC.","Delaware, U.S.",0,,,"",false
,,,,"One World Foods, Inc.","Delaware, U.S.",0,,,"",false
,,,,"Wooden Cap, Inc.","Delaware, U.S.",0,,,"",false
,,,,"Zatarain’s Brands, Inc.","Delaware, U.S.",0,,,"",false
000006404025000052,EX-21,"https://www.sec.gov/Archives/edgar/data/64040/000006404025000052/ex21tofy2024x202410xksubsi.htm",Nested,"451 Research, LLC","Delaware, United States",0,,,"",false
,,,,"Agra CEAS Consulting Bureau Européen de Recherches S.A","Belgium",0,,,"",false
,,,,"Agra Ceas Consulting Limited","United Kingdom",0,,,"",false
,,,,"AMM Holding Corp.","Delaware, United States",0,,,"",false
,,,,"automotiveMastermind, Inc.","Delaware, United States",0,,,"",false
,,,,"BBHCP CTI Holdco, LLC","Delaware, United States",0,,,"",false
,,,,"Bentek Energy LLC","Colorado, United States",0,,,"",false
,,,,"BRC Ratings S&P Global S.A. Sociedad Calificadora de Valores","Colombia",0,,,"",false
,,,,"Bridge to India Energy Private Limited","India",0,,,"",false
,,,,"Cappitech Regulation Ltd","Israel",0,,,"",false
,,,,"Carfax Advisory Services LLC","Delaware, United States",0,,,"",false
,,,,"Carfax Canada ULC","Canada",0,,,"",false
,,,,"Carfax Europe GmbH","Germany",0,,,"",false
